LEVEL,DMCODE,GEOM,SLD_FILE,STYLE_LAYER_ID,SPRITE_ID,DECORATION,STATUS,NOTE
2500,5132,line,DM_51xx.sld,dm-5132-line-2500-line,,,supported,shared 51xx dashed line style
2500,5133,line,DM_51xx.sld,dm-5133-line-2500-line,,,supported,shared 51xx dashed line style
2500,5134,line,DM_51xx.sld,dm-5134-line-2500-line,,,supported,shared 51xx dashed line style
2500,5135,line,DM_51xx.sld,dm-5135-line-2500-line,,,supported,shared 51xx dashed line style
2500,5136,line,DM_51xx.sld,dm-5136-line-2500-line,,,supported,shared 51xx dashed line style
2500,5137,line,DM_51xx.sld,dm-5137-line-2500-line,,,supported,shared 51xx dashed line style
2500,5138,line,DM_51xx.sld,dm-5138-line-2500-line,,,supported,shared 51xx dashed line style
2500,5139,line,DM_51xx.sld,dm-5139-line-2500-line,,,supported,shared 51xx dashed line style
2500,5140,line,DM_51xx.sld,dm-5140-line-2500-line,,,supported,shared 51xx dashed line style
2500,5141,line,DM_51xx.sld,dm-5141-line-2500-line,,,supported,shared 51xx dashed line style
2500,5142,line,DM_51xx.sld,dm-5142-line-2500-line,,,supported,shared 51xx dashed line style
2500,5143,line,DM_51xx.sld,dm-5143-line-2500-line,,,supported,shared 51xx dashed line style
2500,5144,line,DM_51xx.sld,dm-5144-line-2500-line,,,supported,shared 51xx dashed line style
2500,5145,line,DM_51xx.sld,dm-5145-line-2500-line,,,supported,shared 51xx dashed line style
2500,5146,line,DM_51xx.sld,dm-5146-line-2500-line,,,supported,shared 51xx dashed line style
2500,5147,line,DM_51xx.sld,dm-5147-line-2500-line,,,supported,shared 51xx dashed line style
2500,5148,line,DM_51xx.sld,dm-5148-line-2500-line,,,supported,shared 51xx dashed line style
2500,5149,line,DM_51xx.sld,dm-5149-line-2500-line,,,supported,shared 51xx dashed line style
2500,5150,line,DM_51xx.sld,dm-5150-line-2500-line,,,supported,shared 51xx dashed line style
2500,5151,line,DM_51xx.sld,dm-5151-line-2500-line,,,supported,shared 51xx dashed line style
2500,5152,line,DM_51xx.sld,dm-5152-line-2500-line,,,supported,shared 51xx dashed line style
2500,5153,line,DM_51xx.sld,dm-5153-line-2500-line,,,supported,shared 51xx dashed line style
2500,5154,line,DM_51xx.sld,dm-5154-line-2500-line,,,supported,shared 51xx dashed line style
2500,5155,line,DM_51xx.sld,dm-5155-line-2500-line,,,supported,shared 51xx dashed line style
2500,5156,line,DM_51xx.sld,dm-5156-line-2500-line,,,supported,shared 51xx dashed line style
2500,5157,line,DM_51xx.sld,dm-5157-line-2500-line,,,supported,shared 51xx dashed line style
2500,5158,line,DM_51xx.sld,dm-5158-line-2500-line,,,supported,shared 51xx dashed line style
2500,5159,line,DM_51xx.sld,dm-5159-line-2500-line,,,supported,shared 51xx dashed line style
2500,5160,line,DM_51xx.sld,dm-5160-line-2500-line,,,supported,shared 51xx dashed line style
2500,5161,line,DM_51xx.sld,dm-5161-line-2500-line,,,supported,shared 51xx dashed line style
2500,5162,line,DM_51xx.sld,dm-5162-line-2500-line,,,supported,shared 51xx dashed line style
2500,5163,line,DM_51xx.sld,dm-5163-line-2500-line,,,supported,shared 51xx dashed line style
2500,5164,line,DM_51xx.sld,dm-5164-line-2500-line,,,supported,shared 51xx dashed line style
2500,5165,line,DM_51xx.sld,dm-5165-line-2500-line,,,supported,shared 51xx dashed line style
2500,5166,line,DM_51xx.sld,dm-5166-line-2500-line,,,supported,shared 51xx dashed line style
2500,5167,line,DM_51xx.sld,dm-5167-line-2500-line,,,supported,shared 51xx dashed line style
2500,5168,line,DM_51xx.sld,dm-5168-line-2500-line,,,supported,shared 51xx dashed line style
2500,5169,line,DM_51xx.sld,dm-5169-line-2500-line,,,supported,shared 51xx dashed line style
2500,5170,line,DM_51xx.sld,dm-5170-line-2500-line,,,supported,shared 51xx dashed line style
2500,5171,line,DM_51xx.sld,dm-5171-line-2500-line,,,supported,shared 51xx dashed line style
2500,5172,line,DM_51xx.sld,dm-5172-line-2500-line,,,supported,shared 51xx dashed line style
2500,5173,line,DM_51xx.sld,dm-5173-line-2500-line,,,supported,shared 51xx dashed line style
2500,5174,line,DM_51xx.sld,dm-5174-line-2500-line,,,supported,shared 51xx dashed line style
2500,5175,line,DM_51xx.sld,dm-5175-line-2500-line,,,supported,shared 51xx dashed line style
2500,5176,line,DM_51xx.sld,dm-5176-line-2500-line,,,supported,shared 51xx dashed line style
2500,5177,line,DM_51xx.sld,dm-5177-line-2500-line,,,supported,shared 51xx dashed line style
2500,5178,line,DM_51xx.sld,dm-5178-line-2500-line,,,supported,shared 51xx dashed line style
2500,5179,line,DM_51xx.sld,dm-5179-line-2500-line,,,supported,shared 51xx dashed line style
2500,5180,line,DM_51xx.sld,dm-5180-line-2500-line,,,supported,shared 51xx dashed line style
2500,5181,line,DM_51xx.sld,dm-5181-line-2500-line,,,supported,shared 51xx dashed line style
2500,5182,line,DM_51xx.sld,dm-5182-line-2500-line,,,supported,shared 51xx dashed line style
2500,5183,line,DM_51xx.sld,dm-5183-line-2500-line,,,supported,shared 51xx dashed line style
2500,5184,line,DM_51xx.sld,dm-5184-line-2500-line,,,supported,shared 51xx dashed line style
2500,5185,line,DM_51xx.sld,dm-5185-line-2500-line,,,supported,shared 51xx dashed line style
2500,5186,line,DM_51xx.sld,dm-5186-line-2500-line,,,supported,shared 51xx dashed line style
2500,5187,line,DM_51xx.sld,dm-5187-line-2500-line,,,supported,shared 51xx dashed line style
2500,5188,line,DM_51xx.sld,dm-5188-line-2500-line,,,supported,shared 51xx dashed line style
2500,5189,line,DM_51xx.sld,dm-5189-line-2500-line,,,supported,shared 51xx dashed line style
2500,5190,line,DM_51xx.sld,dm-5190-line-2500-line,,,supported,shared 51xx dashed line style
2500,5191,line,DM_51xx.sld,dm-5191-line-2500-line,,,supported,shared 51xx dashed line style
2500,5192,line,DM_51xx.sld,dm-5192-line-2500-line,,,supported,shared 51xx dashed line style
2500,5193,line,DM_51xx.sld,dm-5193-line-2500-line,,,supported,shared 51xx dashed line style
2500,5194,line,DM_51xx.sld,dm-5194-line-2500-line,,,supported,shared 51xx dashed line style
2500,5195,line,DM_51xx.sld,dm-5195-line-2500-line,,,supported,shared 51xx dashed line style
2500,5196,line,DM_51xx.sld,dm-5196-line-2500-line,,,supported,shared 51xx dashed line style
2500,5197,line,DM_51xx.sld,dm-5197-line-2500-line,,,supported,shared 51xx dashed line style
2500,5198,line,DM_51xx.sld,dm-5198-line-2500-line,,,supported,shared 51xx dashed line style
2500,5199,line,DM_51xx.sld,dm-5199-line-2500-line,,,supported,shared 51xx dashed line style
2500,5202,line,DM_5202.sld,dm-5202-line-2500-line,,,supported,
2500,5203,line,DM_5203.sld,dm-5203-line-2500-line,,,supported,
2500,5211,line,DM_5211.sld,dm-5211-line-2500-line,,,supported,
2500,5221,point,DM_5221.sld,dm-5221-point-2500-symbol,dm-5221,,supported,
2500,5226,line,DM_5226_line.sld,dm-5226-line-2500-line-line,dm-5226,,supported,
2500,5226,point,DM_5226_point.sld,dm-5226-point-2500-symbol-point,dm-5226,,supported,
2500,5227,line,DM_5227_line.sld,dm-5227-line-2500-line-line,dm-5227,,supported,
2500,5227,point,DM_5227_point.sld,dm-5227-point-2500-symbol-point,dm-5227,,supported,
2500,5228,line,DM_5228_line.sld,dm-5228-line-2500-line-line,,,supported,
2500,5228,point,DM_5228_point.sld,dm-5228-point-2500-symbol-point,dm-5228,,supported,1.5 mm rotating line with outlined squares
2500,5231,line,DM_5231.sld,dm-5231-line-2500-line,,,supported,
2500,5232,line,DM_5232.sld,dm-5232-line-2500-line,,,supported,
2500,5232,point,DM_5232_point.sld,dm-5232-point-2500-symbol,,,supported,white 0.5 mm diameter circle with 0.2 mm stroke
2500,5233,line,DM_5233.sld,dm-5233-line-2500-line,,,supported,
2500,5239,line,DM_5239.sld,dm-5239-line-2500-line,,,supported,
2500,5239,polygon,DM_5239.sld,dm-5239-polygon-2500-line,,,supported,same outline style as line geometry
2500,5241,line,DM_5241_line.sld,dm-5241-line-2500-line-line,,,supported,
2500,5241,point,DM_5241.sld,dm-5241-point-2500-symbol,dm-5241,,supported,
2500,6101,line,DM_6101.sld,dm-6101-line-2500-line,,,supported,
2500,6102,line,DM_6102.sld,dm-6102-line-2500-line,,,supported,
2500,6103,line,DM_6103.sld,dm-6103-line-2500-line,,,supported,
2500,6110,line,DM_6110.sld,dm-6110-line-2500-line,,,supported,
2500,6110,point,DM_6110_point.sld,dm-6110-point-2500-symbol,,,supported,unfilled 0.3 mm diameter circle with 0.1 mm stroke
2500,6130,line,DM_6130.sld,dm-6130-line-2500-line,,,supported,
2500,6131,line,DM_6131.sld,dm-6131-line-2500-line,,,supported,
2500,6132,line,DM_6132.sld,dm-6132-line-2500-line,,,supported,
2500,6133,line,DM_6133.sld,dm-6133-line-2500-line,,,supported,
2500,6134,line,DM_6134.sld,dm-6134-line-2500-line,,,supported,
2500,6137,line,DM_6137.sld,dm-6137-line-2500-line,,,supported,
2500,6140,line,DM_6140.sld,dm-6140-line-2500-line,,required,supported,
2500,6141,line,DM_6141.sld,dm-6141-line-2500-line,,,supported,
2500,6142,line,DM_6142.sld,dm-6142-line-2500-line,,,supported,
2500,6201,line,DM_6201.sld,dm-6201-line-2500-line,,,supported,
2500,6212,point,DM_6212.sld,dm-6212-point-2500-symbol,dm-6212,,supported,
2500,6214,point,DM_6214.sld,dm-6214-point-2500-symbol,dm-6214,,supported,
2500,6215,point,DM_6215.sld,dm-6215-point-2500-symbol,dm-6215,,supported,
2500,6216,point,DM_6216.sld,dm-6216-point-2500-symbol,dm-6216,,supported,
2500,6217,point,DM_6217.sld,dm-6217-point-2500-symbol,dm-6217,,supported,
2500,6221,point,DM_6221.sld,dm-6221-point-2500-symbol,dm-6221,,supported,
2500,6222,point,DM_6222.sld,dm-6222-point-2500-symbol,dm-6222,,supported,
2500,6225,point,DM_6225.sld,dm-6225-point-2500-symbol,dm-6225,,supported,
2500,6226,point,DM_6226.sld,dm-6226-point-2500-symbol,dm-6226,,supported,
2500,6301,line,DM_6301.sld,dm-6301-line-2500-line,,,supported,
2500,6302,line,DM_6302.sld,dm-6302-line-2500-line,,,supported,
2500,6311,point,DM_6311.sld,dm-6311-point-2500-symbol,dm-6311,,supported,
2500,6313,point,DM_6313.sld,dm-6313-point-2500-symbol,dm-6313,,supported,
2500,6314,point,DM_6314.sld,dm-6314-point-2500-symbol,dm-6314,,supported,
2500,6315,point,DM_6315.sld,dm-6315-point-2500-symbol,dm-6315,,supported,
2500,6317,point,DM_6317.sld,dm-6317-point-2500-symbol,dm-6317,,supported,
2500,6318,point,DM_6318.sld,dm-6318-point-2500-symbol,dm-6318,,supported,
2500,6319,point,DM_6319.sld,dm-6319-point-2500-symbol,dm-6319,,supported,
2500,6321,point,DM_6321.sld,dm-6321-point-2500-symbol,dm-6321,,supported,
2500,6323,point,DM_6323.sld,dm-6323-point-2500-symbol,dm-6323,,supported,
2500,6331,point,DM_6331.sld,dm-6331-point-2500-symbol,dm-6331,,supported,
2500,6332,point,DM_6332.sld,dm-6332-point-2500-symbol,dm-6332,,supported,
2500,6333,point,DM_6333.sld,dm-6333-point-2500-symbol,dm-6333,,supported,
2500,6334,point,DM_6334.sld,dm-6334-point-2500-symbol,dm-6334,,supported,
2500,6335,point,DM_6335.sld,dm-6335-point-2500-symbol,dm-6335,,supported,
2500,6336,point,DM_6336.sld,dm-6336-point-2500-symbol,dm-6336,,supported,
2500,6337,point,DM_6337.sld,dm-6337-point-2500-symbol,dm-6337,,supported,
2500,6338,point,DM_6338.sld,dm-6338-point-2500-symbol,dm-6338,,supported,
2500,6340,point,DM_6340.sld,dm-6340-point-2500-symbol,dm-6340,,supported,1.2 mm S centered on point
2500,7101,line,DM_7101.sld,dm-7101-line-2500-line,,,supported,
2500,7102,line,DM_7102.sld,dm-7102-line-2500-line,,,supported,
2500,7103,line,DM_7103.sld,dm-7103-line-2500-line,,,supported,
2500,7104,line,DM_7104.sld,dm-7104-line-2500-line,,,supported,
2500,7105,line,DM_7105.sld,dm-7105-line-2500-line,,,supported,
2500,7106,line,DM_7106.sld,dm-7106-line-2500-line,,,supported,
2500,7107,line,DM_7107.sld,dm-7107-line-2500-line,,,supported,
2500,7199,line,DM_7199.sld,dm-7199-line-2500-line,,,supported,
2500,7199,point,DM_7199.sld,,,,unsupported,point symbol source is unavailable
2500,7201,line,DM_7201.sld,dm-7201-line-2500-line,dm-7201,,supported,
2500,7201,point,DM_7201.sld,dm-7201-point-2500-symbol,dm-7201,,supported,2 mm high (土) centered on point
2500,7202,line,DM_7202.sld,dm-7202-line-2500-line,,,supported,
2500,7206,point,DM_7206.sld,dm-7206-point-2500-symbol,dm-7206,,supported,
2500,7211,line,DM_7211.sld,dm-7211-line-2500-line,dm-7211,,supported,
2500,7211,point,DM_7211.sld,dm-7211-point-2500-symbol,dm-7211,,supported,2 mm high (岩) centered on point
2500,7212,line,DM_7212.sld,dm-7212-line-2500-line,,,supported,
2500,7213,line,DM_7213.sld,dm-7213-line-2500-line,,,supported,
2500,7213,point,DM_7213.sld,dm-7213-point-2500-symbol,dm-7213,,supported,
2500,7214,line,DM_7214.sld,dm-7214-line-2500-line,,,supported,
2500,7301,point,DM_7301.sld,dm-7301-point-2500-symbol,dm-7301,,supported,
2500,7302,point,DM_7302.sld,dm-7302-point-2500-symbol,dm-7302,,supported,
2500,7303,point,DM_7303.sld,dm-7303-point-2500-symbol,dm-7303,,supported,unfilled concentric 0.3 mm and 1.2 mm circles with 0.2 mm stroke
2500,7304,point,DM_7304.sld,dm-7304-point-2500-symbol,dm-7304,,supported,
2500,7305,point,DM_7305.sld,dm-7305-point-2500-symbol,dm-7305,,supported,
2500,7308,point,DM_7308.sld,dm-7308-point-2500-symbol,dm-7308,,supported,
2500,7311,point,DM_7311.sld,dm-7311-point-2500-symbol,,,supported,unfilled 0.3 mm circle with 0.2 mm stroke
2500,7312,point,DM_7312.sld,dm-7312-point-2500-symbol,,,supported,unfilled 0.3 mm diameter circle with 0.2 mm stroke
2500,8199,point,DM_8199.sld,dm-8199-point-2500-symbol,,,supported,unfilled 0.3 mm diameter circle with 0.2 mm stroke
5000,1101,line,DM_1101.sld,dm-1101-line-5000-line,,,supported,
5000,1102,line,DM_1102.sld,dm-1102-line-5000-line,,,supported,
5000,1103,line,DM_1103.sld,dm-1103-line-5000-line,,,supported,
5000,1104,line,DM_1104.sld,dm-1104-line-5000-line,,,supported,
5000,1106,line,DM_1106.sld,dm-1106-line-5000-line,,,supported,
5000,1107,line,DM_1107.sld,dm-1107-line-5000-line,,,supported,
5000,1110,line,DM_1110.sld,dm-1110-line-5000-line,,,supported,
5000,2101,line,DM_2101.sld,dm-2101-line-5000-line,,,supported,
5000,2102,line,DM_2102.sld,dm-2102-line-5000-line,,,supported,
5000,2103,line,DM_2103.sld,dm-2103-line-5000-line,,,supported,
5000,2106,line,DM_2106.sld,dm-2106-line-5000-line,,,supported,
5000,2107,line,DM_2107.sld,dm-2107-line-5000-line,,,supported,
5000,2109,line,DM_2109.sld,dm-2109-line-5000-line,,,supported,
5000,2203,line,DM_2203.sld,dm-2203-line-5000-line,,required,supported,
5000,2204,line,DM_2204.sld,dm-2204-line-5000-line,,required,supported,
5000,2205,line,DM_2205.sld,dm-2205-line-5000-line,,required,supported,
5000,2211,line,DM_2211.sld,dm-2211-line-5000-line,,,supported,
5000,2212,line,DM_2212.sld,dm-2212-line-5000-line,,,supported,
5000,2213,line,DM_2213.sld,dm-2213-line-5000-line,,,supported,
5000,2214,line,DM_2214.sld,dm-2214-line-5000-line,,,supported,
5000,2215,line,DM_2215.sld,dm-2215-line-5000-line,,,supported,
5000,2219,line,DM_2219_line.sld,dm-2219-line-5000-line-line,,,supported,
5000,2219,point,DM_2219_point.sld,dm-2219-point-5000-symbol-point,dm-4219,,supported,same point symbol as DM code 4219
5000,2222,line,DM_2222.sld,dm-2222-line-5000-line,,,supported,
5000,2226,line,DM_2226.sld,dm-2226-line-5000-line,,,supported,
5000,2228,line,DM_2228.sld,dm-2228-line-5000-line,,,supported,
5000,2228,polygon,DM_2228.sld,dm-2228-polygon-5000-line,,,supported,same outline style as line geometry
5000,2231,line,DM_2231.sld,dm-2231-line-5000-line,,,supported,
5000,2232,line,DM_2232.sld,dm-2232-line-5000-line,,,supported,
5000,2233,line,DM_2233.sld,dm-2233-line-5000-line,,,supported,
5000,2234,line,DM_2234.sld,dm-2234-line-5000-line,,,supported,
5000,2235,line,DM_2235.sld,dm-2235-line-5000-line,,,supported,
5000,2236,line,DM_2236.sld,dm-2236-line-5000-line,,,supported,
5000,2238,point,DM_2238.sld,dm-2238-point-5000-symbol,,,partial,point symbol source is unavailable
5000,2239,point,DM_2239.sld,dm-2239-point-5000-symbol,dm-2239,,supported,
5000,2301,line,DM_2301.sld,dm-2301-line-5000-line,,,supported,
5000,2302,line,DM_2302.sld,dm-2302-line-5000-line,,,supported,
5000,2303,line,DM_2303.sld,dm-2303-line-5000-line,,,supported,
5000,2304,line,DM_2304.sld,dm-2304-line-5000-line,,,supported,
5000,2305,line,DM_2305.sld,dm-2305-line-5000-decoration,,perpendicular_tick,supported,
5000,2305,line,DM_2305.sld,dm-2305-line-5000-line,,,supported,
5000,2306,line,DM_2306.sld,dm-2306-line-5000-decoration,,attached_triangles,supported,
5000,2306,line,DM_2306.sld,dm-2306-line-5000-line,,,supported,
5000,2309,line,DM_2309.sld,dm-2309-line-5000-line,,,supported,
5000,2311,line,DM_2311.sld,dm-2311-line-5000-line,,,supported,
5000,2312,line,DM_2312.sld,dm-2312-line-5000-line,,,supported,
5000,2313,line,DM_2313.sld,dm-2313-line-5000-line,,,supported,
5000,2314,line,DM_2314.sld,dm-2314-line-5000-line,,,supported,
5000,2315,line,DM_2315.sld,dm-2315-line-5000-line,,,supported,
5000,2401,line,DM_2401.sld,dm-2401-line-5000-line,,,supported,
5000,2411,line,DM_2411.sld,dm-2411-line-5000-line,,,supported,
5000,2412,line,DM_2412.sld,dm-2412-line-5000-line,,,supported,
5000,2419,line,DM_2419_line.sld,dm-2419-line-5000-line-line,,,supported,
5000,2419,point,DM_2419_point.sld,dm-2419-point-5000-symbol-point,dm-4219,,supported,same point symbol as DM code 4219
5000,2421,point,DM_2421.sld,dm-2421-point-5000-symbol,,,partial,point symbol source is unavailable
5000,2424,line,DM_2424.sld,dm-2424-line-5000-line,,,supported,
5000,2425,line,DM_2425.sld,dm-2425-line-5000-line,,,supported,
5000,2426,line,DM_2426.sld,dm-2426-line-5000-line,,,supported,
5000,2428,line,DM_2428.sld,dm-2428-line-5000-line,,,supported,
5000,3001,line,DM_3001.sld,dm-3001-line-5000-line,,,supported,
5000,3001,polygon,DM_3001.sld,dm-3001-polygon-5000-line,,,supported,same outline style as line geometry
5000,3002,line,DM_3002.sld,dm-3002-line-5000-line,,,supported,
5000,3002,polygon,DM_3002.sld,dm-3002-polygon-5000-line,,,supported,same outline style as line geometry
5000,3003,line,DM_3003.sld,dm-3003-line-5000-line,,,supported,
5000,3003,polygon,DM_3003.sld,dm-3003-polygon-5000-line,,,supported,same outline style as line geometry
5000,3004,line,DM_3004.sld,dm-3004-line-5000-line,,,supported,
5000,3004,polygon,DM_3004.sld,dm-3004-polygon-5000-line,,,supported,same outline style as line geometry
5000,3401,line,DM_3401.sld,dm-3401-line-5000-line,,,supported,
5000,3401,point,DM_3401_point.sld,dm-3401-point-5000-symbol,dm-3401,,supported,unfilled 0.5 mm square with rotation
5000,3401,polygon,DM_3401.sld,dm-3401-polygon-5000-line,,,supported,same outline style as line geometry
5000,3402,line,DM_3402.sld,dm-3402-line-5000-line,,,supported,
5000,3503,point,DM_3503.sld,dm-3503-point-5000-symbol,dm-3503,,supported,
5000,3504,point,DM_3504.sld,dm-3504-point-5000-symbol,dm-3504,,supported,
5000,3505,point,DM_3505.sld,dm-3505-point-5000-symbol,dm-3505,,supported,
5000,3507,point,DM_3507.sld,dm-3507-point-5000-symbol,dm-3507,,supported,
5000,3509,point,DM_3509.sld,dm-3509-point-5000-symbol,dm-3509,,supported,
5000,3510,point,DM_3510.sld,dm-3510-point-5000-symbol,dm-3510,,supported,
5000,3511,point,DM_3511.sld,dm-3511-point-5000-symbol,dm-3511,,supported,
5000,3514,point,DM_3514.sld,dm-3514-point-5000-symbol,dm-3514,,supported,
5000,3515,point,DM_3515.sld,dm-3515-point-5000-symbol,dm-3515,,supported,
5000,3516,point,DM_3516.sld,dm-3516-point-5000-symbol,dm-3516,,supported,
5000,3517,point,DM_3517.sld,dm-3517-point-5000-symbol,dm-3517,,supported,
5000,3519,point,DM_3519.sld,dm-3519-point-5000-symbol,dm-3519,,supported,
5000,3521,point,DM_3521.sld,dm-3521-point-5000-symbol,dm-3521,,supported,
5000,3522,point,DM_3522.sld,dm-3522-point-5000-symbol,dm-3522,,supported,
5000,3523,point,DM_3523.sld,dm-3523-point-5000-symbol,dm-3523,,supported,
5000,3524,point,DM_3524.sld,dm-3524-point-5000-symbol,dm-3524,,supported,
5000,3525,point,DM_3525.sld,dm-3525-point-5000-symbol,dm-3525,,supported,
5000,3526,point,DM_3526.sld,dm-3526-point-5000-symbol,dm-3526,,supported,
5000,3530,point,DM_3530.sld,dm-3530-point-5000-symbol,dm-3530,,supported,
5000,3531,point,DM_3531.sld,dm-3531-point-5000-symbol,dm-3531,,supported,
5000,3532,point,DM_3532.sld,dm-3532-point-5000-symbol,dm-3532,,supported,
5000,3534,point,DM_3534.sld,dm-3534-point-5000-symbol,dm-3534,,supported,
5000,3536,point,DM_3536.sld,dm-3536-point-5000-symbol,dm-3536,,supported,
5000,3545,point,DM_3545.sld,dm-3545-point-5000-symbol,dm-3545,,supported,
5000,3546,point,DM_3546.sld,dm-3546-point-5000-symbol,dm-3546,,supported,
5000,3548,point,DM_3548.sld,dm-3548-point-5000-symbol,dm-3548,,supported,
5000,3549,point,DM_3549.sld,dm-3549-point-5000-symbol,dm-3549,,supported,
5000,3550,point,DM_3550.sld,dm-3550-point-5000-symbol,dm-3550,,supported,
5000,3556,point,DM_3556.sld,dm-3556-point-5000-symbol,dm-3556,,supported,
5000,3560,point,DM_3560.sld,dm-3560-point-5000-symbol,dm-3560,,supported,
5000,4201,point,DM_4201.sld,dm-4201-point-5000-symbol,dm-4201,,supported,
5000,4202,point,DM_4202.sld,dm-4202-point-5000-symbol,dm-4202,,supported,
5000,4203,point,DM_4203.sld,dm-4203-point-5000-symbol,dm-4203,,supported,
5000,4204,point,DM_4204.sld,dm-4204-point-5000-symbol,dm-4204,,supported,
5000,4205,point,DM_4205.sld,dm-4205-point-5000-symbol,dm-4205,,supported,
5000,4207,line,DM_4207.sld,dm-4207-line-5000-line,,,supported,
5000,4207,point,DM_4207.sld,dm-4207-point-5000-symbol,dm-4207,,supported,
5000,4208,point,DM_4208.sld,dm-4208-point-5000-symbol,dm-4208,,supported,
5000,4219,line,DM_4219_line.sld,dm-4219-line-5000-line-line,dm-4219,,supported,
5000,4219,point,DM_4219_point.sld,dm-4219-point-5000-symbol-point,dm-4219,,supported,
5000,4219,polygon,DM_4219_line.sld,dm-4219-polygon-5000-line,,,supported,same outline style as line geometry
5000,4221,point,DM_4221.sld,dm-4221-point-5000-symbol,dm-4221,,supported,
5000,4222,point,DM_4222.sld,dm-4222-point-5000-symbol,dm-4222,,supported,
5000,4225,point,DM_4225.sld,dm-4225-point-5000-symbol,dm-4225,,supported,
5000,4228,point,DM_4228.sld,dm-4228-point-5000-symbol,dm-4228,,supported,
5000,4231,point,DM_4231.sld,dm-4231-point-5000-symbol,,,supported,
5000,4231,polygon,DM_4231.sld,dm-4231-polygon-5000-line,,,supported,circle outline
5000,4234,line,DM_4234.sld,dm-4234-line-5000-line,,,supported,
5000,4234,point,DM_4234.sld,dm-4234-point-5000-symbol,dm-4234,,supported,
5000,4234,polygon,DM_4234.sld,dm-4234-polygon-5000-line,,,supported,same outline style as line geometry
5000,4235,line,DM_4235.sld,dm-4235-line-5000-line,,,supported,
5000,4235,point,DM_4235.sld,dm-4235-point-5000-symbol,dm-4235,,supported,
5000,4235,polygon,DM_4235.sld,dm-4235-polygon-5000-line,,,supported,same outline style as line geometry
5000,4236,point,DM_4236.sld,dm-4236-point-5000-symbol,dm-4236,,supported,
5000,4239,point,DM_4239.sld,dm-4239-point-5000-symbol,dm-4239,,supported,
5000,4241,line,DM_4241.sld,dm-4241-line-5000-line,,,supported,
5000,4241,point,DM_4241.sld,dm-4241-point-5000-symbol,dm-4241,,supported,
5000,4241,polygon,DM_4241.sld,dm-4241-polygon-5000-line,,,supported,same outline style as line geometry
5000,4243,point,DM_4243.sld,dm-4243-point-5000-symbol,dm-4243,,supported,
5000,4251,point,DM_4251.sld,dm-4251-point-5000-symbol,dm-4251,,supported,
5000,4261,line,DM_4261.sld,dm-4261-line-5000-line,,,supported,
5000,4261,polygon,DM_4261.sld,dm-4261-polygon-5000-line,,,supported,same outline style as line geometry
5000,4262,line,DM_4262.sld,dm-4262-line-5000-line,,required,supported,
5000,4262,polygon,DM_4262.sld,dm-4262-polygon-5000-line,,,supported,same outline style as line geometry
5000,4265,line,DM_4265.sld,dm-4265-line-5000-line,,,supported,
5000,5101,line,DM_5101.sld,dm-5101-line-5000-line,,,supported,
5000,5102,line,DM_5102.sld,dm-5102-line-5000-line,,,supported,
5000,5103,line,DM_5103.sld,dm-5103-line-5000-line,,,supported,
5000,5104,line,DM_5104.sld,dm-5104-line-5000-line,,,supported,
5000,5105,line,DM_5105.sld,dm-5105-line-5000-line,,,supported,
5000,5105,point,DM_5105.sld,dm-5105-point-5000-symbol,dm-5105,,supported,2 mm wide W centered on point
5000,5106,line,DM_5106.sld,dm-5106-line-5000-line,,,supported,
5000,5107,line,DM_5107.sld,dm-5107-line-5000-line,,,supported,
5000,5108,line,DM_51xx.sld,dm-5108-line-5000-line,,,supported,shared 51xx dashed line style
5000,5109,line,DM_51xx.sld,dm-5109-line-5000-line,,,supported,shared 51xx dashed line style
5000,5110,line,DM_51xx.sld,dm-5110-line-5000-line,,,supported,shared 51xx dashed line style
5000,5111,line,DM_5111.sld,dm-5111-line-5000-line,,,supported,
5000,5112,line,DM_51xx.sld,dm-5112-line-5000-line,,,supported,shared 51xx dashed line style
5000,5113,line,DM_51xx.sld,dm-5113-line-5000-line,,,supported,shared 51xx dashed line style
5000,5114,line,DM_51xx.sld,dm-5114-line-5000-line,,,supported,shared 51xx dashed line style
5000,5115,line,DM_51xx.sld,dm-5115-line-5000-line,,,supported,shared 51xx dashed line style
5000,5116,line,DM_51xx.sld,dm-5116-line-5000-line,,,supported,shared 51xx dashed line style
5000,5117,line,DM_51xx.sld,dm-5117-line-5000-line,,,supported,shared 51xx dashed line style
5000,5118,line,DM_51xx.sld,dm-5118-line-5000-line,,,supported,shared 51xx dashed line style
5000,5119,line,DM_51xx.sld,dm-5119-line-5000-line,,,supported,shared 51xx dashed line style
5000,5120,line,DM_51xx.sld,dm-5120-line-5000-line,,,supported,shared 51xx dashed line style
5000,5121,line,DM_51xx.sld,dm-5121-line-5000-line,,,supported,shared 51xx dashed line style
5000,5122,line,DM_51xx.sld,dm-5122-line-5000-line,,,supported,shared 51xx dashed line style
5000,5123,line,DM_51xx.sld,dm-5123-line-5000-line,,,supported,shared 51xx dashed line style
5000,5124,line,DM_51xx.sld,dm-5124-line-5000-line,,,supported,shared 51xx dashed line style
5000,5125,line,DM_51xx.sld,dm-5125-line-5000-line,,,supported,shared 51xx dashed line style
5000,5126,line,DM_51xx.sld,dm-5126-line-5000-line,,,supported,shared 51xx dashed line style
5000,5127,line,DM_51xx.sld,dm-5127-line-5000-line,,,supported,shared 51xx dashed line style
